1,in_use,,,Opcode,prependage,appendage,Specific,variant,comments,,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,,31:30:29:28:27:26:25:24:23:22:21:20:19:18:17:16:15:14:13:12:11:10:9:8:7:6:5:4:3:2:1:0,,Binary,,NAME,//		Opcode                                                          	BINARY    	OPCODE    	comments,//		BINARY    	Opcode    	Opcode	comments
80,,,,LDR,v,s,,S,,,0,0,0,1,1,1,0,0,imm19,,,,,,,,,,,,,,,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:imm19:::::::::::::::::::Rt::::,,0x1C000000,,"vldrs,                                                  ","		vldrs,                                                  	/* 0x1C000000	LDR       	 */","		0x1C000000,	/* LDR       	vldrs	 */"
81,,,,LDR,,x,,X,,,0,1,0,1,1,0,0,0,imm19,,,,,,,,,,,,,,,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:imm19:::::::::::::::::::Rt::::,,0x58000000,,"ldrx,                                                   ","		ldrx,                                                   	/* 0x58000000	LDR       	 */","		0x58000000,	/* LDR       	ldrx	 */"
82,,,,LDR,v,d,,D,,,0,1,0,1,1,1,0,0,imm19,,,,,,,,,,,,,,,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:imm19:::::::::::::::::::Rt::::,,0x5C000000,,"vldrd,                                                  ","		vldrd,                                                  	/* 0x5C000000	LDR       	 */","		0x5C000000,	/* LDR       	vldrd	 */"
83,,,,LDRSW,,,,,,,1,0,0,1,1,0,0,0,imm19,,,,,,,,,,,,,,,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:imm19:::::::::::::::::::Rt::::,,0x98000000,,"ldrsw,                                                  ","		ldrsw,                                                  	/* 0x98000000	LDRSW     	 */","		0x98000000,	/* LDRSW     	ldrsw	 */"
84,,,,LDR,v,q,,Q,,,1,0,0,1,1,1,0,0,imm19,,,,,,,,,,,,,,,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:imm19:::::::::::::::::::Rt::::,,0x9C000000,,"vldrq,                                                  ","		vldrq,                                                  	/* 0x9C000000	LDR       	 */","		0x9C000000,	/* LDR       	vldrq	 */"
85,,,,PRFM,,,,,,,1,1,0,1,1,0,0,0,imm19,,,,,,,,,,,,,,,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:imm19:::::::::::::::::::Rt::::,,0xD8000000,,"prfm,                                                   ","		prfm,                                                   	/* 0xD8000000	PRFM      	 */","		0xD8000000,	/* PRFM      	prfm	 */"
86,,,Load/store no-allocate pair (offset),,,,,,,,-,-,1,0,1,-,0,0,0,-,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,,,,,,	/* Load/store no-allocate pair (offset) */,	/* Load/store no-allocate pair (offset) */
87,,,,STNP,,w,,W,,,0,0,1,0,1,0,0,0,0,0,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:imm7:::::::Rt2:::::Rn:::::Rt::::,,0x28000000,,"stnpw,                                                  ","		stnpw,                                                  	/* 0x28000000	STNP      	 */","		0x28000000,	/* STNP      	stnpw	 */"
88,,,,LDNP,,w,,W,,,0,0,1,0,1,0,0,0,0,1,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:imm7:::::::Rt2:::::Rn:::::Rt::::,,0x28400000,,"ldnpw,                                                  ","		ldnpw,                                                  	/* 0x28400000	LDNP      	 */","		0x28400000,	/* LDNP      	ldnpw	 */"
89,,,,STNP,v,s,,S,,,0,0,1,0,1,1,0,0,0,0,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:imm7:::::::Rt2:::::Rn:::::Rt::::,,0x2C000000,,"vstnps,                                                 ","		vstnps,                                                 	/* 0x2C000000	STNP      	 */","		0x2C000000,	/* STNP      	vstnps	 */"
90,,,,LDNP,v,s,,S,,,0,0,1,0,1,1,0,0,0,1,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:imm7:::::::Rt2:::::Rn:::::Rt::::,,0x2C400000,,"vldnps,                                                 ","		vldnps,                                                 	/* 0x2C400000	LDNP      	 */","		0x2C400000,	/* LDNP      	vldnps	 */"
91,,,,STNP,v,d,,D,,,0,1,1,0,1,1,0,0,0,0,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:imm7:::::::Rt2:::::Rn:::::Rt::::,,0x6C000000,,"vstnpd,                                                 ","		vstnpd,                                                 	/* 0x6C000000	STNP      	 */","		0x6C000000,	/* STNP      	vstnpd	 */"
92,,,,LDNP,v,d,,D,,,0,1,1,0,1,1,0,0,0,1,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:imm7:::::::Rt2:::::Rn:::::Rt::::,,0x6C400000,,"vldnpd,                                                 ","		vldnpd,                                                 	/* 0x6C400000	LDNP      	 */","		0x6C400000,	/* LDNP      	vldnpd	 */"
93,,,,STNP,,x,,X,,,1,0,1,0,1,0,0,0,0,0,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:imm7:::::::Rt2:::::Rn:::::Rt::::,,0xA8000000,,"stnpx,                                                  ","		stnpx,                                                  	/* 0xA8000000	STNP      	 */","		0xA8000000,	/* STNP      	stnpx	 */"
94,,,,LDNP,,x,,X,,,1,0,1,0,1,0,0,0,0,1,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:imm7:::::::Rt2:::::Rn:::::Rt::::,,0xA8400000,,"ldnpx,                                                  ","		ldnpx,                                                  	/* 0xA8400000	LDNP      	 */","		0xA8400000,	/* LDNP      	ldnpx	 */"
95,,,,STNP,v,q,,Q,,,1,0,1,0,1,1,0,0,0,0,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:imm7:::::::Rt2:::::Rn:::::Rt::::,,0xAC000000,,"vstnpq,                                                 ","		vstnpq,                                                 	/* 0xAC000000	STNP      	 */","		0xAC000000,	/* STNP      	vstnpq	 */"
96,,,,LDNP,v,q,,Q,,,1,0,1,0,1,1,0,0,0,1,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:imm7:::::::Rt2:::::Rn:::::Rt::::,,0xAC400000,,"vldnpq,                                                 ","		vldnpq,                                                 	/* 0xAC400000	LDNP      	 */","		0xAC400000,	/* LDNP      	vldnpq	 */"
97,,,Load/store register pair (post-indexed),,,,,,,,opc,,1,0,1,V,0,0,1,L,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,,,,,,	/* Load/store register pair (post-indexed) */,	/* Load/store register pair (post-indexed) */
98,,,,STP,,postw,post,W,,,0,0,1,0,1,0,0,0,1,0,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:imm7:::::::Rt2:::::Rn:::::Rt::::,,0x28800000,,"stppostw,                                               ","		stppostw,                                               	/* 0x28800000	STP       	 */","		0x28800000,	/* STP       	stppostw	 */"
99,,,,LDP,,postw,post,W,,,0,0,1,0,1,0,0,0,1,1,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:imm7:::::::Rt2:::::Rn:::::Rt::::,,0x28C00000,,"ldppostw,                                               ","		ldppostw,                                               	/* 0x28C00000	LDP       	 */","		0x28C00000,	/* LDP       	ldppostw	 */"
100,,,,STP,v,posts,post,S,,,0,0,1,0,1,1,0,0,1,0,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:imm7:::::::Rt2:::::Rn:::::Rt::::,,0x2C800000,,"vstpposts,                                              ","		vstpposts,                                              	/* 0x2C800000	STP       	 */","		0x2C800000,	/* STP       	vstpposts	 */"
101,,,,LDP,v,posts,post,S,,,0,0,1,0,1,1,0,0,1,1,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:imm7:::::::Rt2:::::Rn:::::Rt::::,,0x2CC00000,,"vldpposts,                                              ","		vldpposts,                                              	/* 0x2CC00000	LDP       	 */","		0x2CC00000,	/* LDP       	vldpposts	 */"
102,,,,LDPSW,,post,post,,,,0,1,1,0,1,0,0,0,1,1,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:imm7:::::::Rt2:::::Rn:::::Rt::::,,0x68C00000,,"ldpswpost,                                              ","		ldpswpost,                                              	/* 0x68C00000	LDPSW     	 */","		0x68C00000,	/* LDPSW     	ldpswpost	 */"
103,,,,STP,v,postd,post,D,,,0,1,1,0,1,1,0,0,1,0,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:imm7:::::::Rt2:::::Rn:::::Rt::::,,0x6C800000,,"vstppostd,                                              ","		vstppostd,                                              	/* 0x6C800000	STP       	 */","		0x6C800000,	/* STP       	vstppostd	 */"
104,,,,LDP,v,postd,post,D,,,0,1,1,0,1,1,0,0,1,1,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:imm7:::::::Rt2:::::Rn:::::Rt::::,,0x6CC00000,,"vldppostd,                                              ","		vldppostd,                                              	/* 0x6CC00000	LDP       	 */","		0x6CC00000,	/* LDP       	vldppostd	 */"
105,,,,STP,,postx,post,X,,,1,0,1,0,1,0,0,0,1,0,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:imm7:::::::Rt2:::::Rn:::::Rt::::,,0xA8800000,,"stppostx,                                               ","		stppostx,                                               	/* 0xA8800000	STP       	 */","		0xA8800000,	/* STP       	stppostx	 */"
106,,,,LDP,,postx,post,X,,,1,0,1,0,1,0,0,0,1,1,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:imm7:::::::Rt2:::::Rn:::::Rt::::,,0xA8C00000,,"ldppostx,                                               ","		ldppostx,                                               	/* 0xA8C00000	LDP       	 */","		0xA8C00000,	/* LDP       	ldppostx	 */"
107,,,,STP,v,postq,post,Q,,,1,0,1,0,1,1,0,0,1,0,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:imm7:::::::Rt2:::::Rn:::::Rt::::,,0xAC800000,,"vstppostq,                                              ","		vstppostq,                                              	/* 0xAC800000	STP       	 */","		0xAC800000,	/* STP       	vstppostq	 */"
108,,,,LDP,v,postq,post,Q,,,1,0,1,0,1,1,0,0,1,1,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:imm7:::::::Rt2:::::Rn:::::Rt::::,,0xACC00000,,"vldppostq,                                              ","		vldppostq,                                              	/* 0xACC00000	LDP       	 */","		0xACC00000,	/* LDP       	vldppostq	 */"
109,,,Load/store register pair (offset),,,,,,,,opc,,1,0,1,V,0,1,0,L,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,,,,,,	/* Load/store register pair (offset) */,	/* Load/store register pair (offset) */
110,,,,STP,,offw,off,W,,,0,0,1,0,1,0,0,1,0,0,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:imm7:::::::Rt2:::::Rn:::::Rt::::,,0x29000000,,"stpoffw,                                                ","		stpoffw,                                                	/* 0x29000000	STP       	 */","		0x29000000,	/* STP       	stpoffw	 */"
111,,,,LDP,,offw,off,W,,,0,0,1,0,1,0,0,1,0,1,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:imm7:::::::Rt2:::::Rn:::::Rt::::,,0x29400000,,"ldpoffw,                                                ","		ldpoffw,                                                	/* 0x29400000	LDP       	 */","		0x29400000,	/* LDP       	ldpoffw	 */"
112,,,,STP,v,offs,off,S,,,0,0,1,0,1,1,0,1,0,0,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:imm7:::::::Rt2:::::Rn:::::Rt::::,,0x2D000000,,"vstpoffs,                                               ","		vstpoffs,                                               	/* 0x2D000000	STP       	 */","		0x2D000000,	/* STP       	vstpoffs	 */"
113,,,,LDP,v,offs,off,S,,,0,0,1,0,1,1,0,1,0,1,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:imm7:::::::Rt2:::::Rn:::::Rt::::,,0x2D400000,,"vldpoffs,                                               ","		vldpoffs,                                               	/* 0x2D400000	LDP       	 */","		0x2D400000,	/* LDP       	vldpoffs	 */"
114,,,,LDPSW,,off,off,,,,0,1,1,0,1,0,0,1,0,1,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:imm7:::::::Rt2:::::Rn:::::Rt::::,,0x69400000,,"ldpswoff,                                               ","		ldpswoff,                                               	/* 0x69400000	LDPSW     	 */","		0x69400000,	/* LDPSW     	ldpswoff	 */"
115,,,,STP,v,offd,off,D,,,0,1,1,0,1,1,0,1,0,0,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:imm7:::::::Rt2:::::Rn:::::Rt::::,,0x6D000000,,"vstpoffd,                                               ","		vstpoffd,                                               	/* 0x6D000000	STP       	 */","		0x6D000000,	/* STP       	vstpoffd	 */"
116,,,,LDP,v,offd,off,D,,,0,1,1,0,1,1,0,1,0,1,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:imm7:::::::Rt2:::::Rn:::::Rt::::,,0x6D400000,,"vldpoffd,                                               ","		vldpoffd,                                               	/* 0x6D400000	LDP       	 */","		0x6D400000,	/* LDP       	vldpoffd	 */"
117,,,,STP,,offx,off,X,,,1,0,1,0,1,0,0,1,0,0,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:imm7:::::::Rt2:::::Rn:::::Rt::::,,0xA9000000,,"stpoffx,                                                ","		stpoffx,                                                	/* 0xA9000000	STP       	 */","		0xA9000000,	/* STP       	stpoffx	 */"
118,,,,LDP,,offx,off,X,,,1,0,1,0,1,0,0,1,0,1,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:imm7:::::::Rt2:::::Rn:::::Rt::::,,0xA9400000,,"ldpoffx,                                                ","		ldpoffx,                                                	/* 0xA9400000	LDP       	 */","		0xA9400000,	/* LDP       	ldpoffx	 */"
119,,,,STP,v,offq,off,Q,,,1,0,1,0,1,1,0,1,0,0,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:imm7:::::::Rt2:::::Rn:::::Rt::::,,0xAD000000,,"vstpoffq,                                               ","		vstpoffq,                                               	/* 0xAD000000	STP       	 */","		0xAD000000,	/* STP       	vstpoffq	 */"
120,,,,LDP,v,offq,off,Q,,,1,0,1,0,1,1,0,1,0,1,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:imm7:::::::Rt2:::::Rn:::::Rt::::,,0xAD400000,,"vldpoffq,                                               ","		vldpoffq,                                               	/* 0xAD400000	LDP       	 */","		0xAD400000,	/* LDP       	vldpoffq	 */"
121,,,Load/store register pair (pre-indexed),,,,,,,,opc,,1,0,1,V,0,1,1,L,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,,,,,,	/* Load/store register pair (pre-indexed) */,	/* Load/store register pair (pre-indexed) */
122,,,,STP,,prew,pre,W,,,0,0,1,0,1,0,0,1,1,0,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:imm7:::::::Rt2:::::Rn:::::Rt::::,,0x29800000,,"stpprew,                                                ","		stpprew,                                                	/* 0x29800000	STP       	 */","		0x29800000,	/* STP       	stpprew	 */"
123,,,,LDP,,prew,pre,W,,,0,0,1,0,1,0,0,1,1,1,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:imm7:::::::Rt2:::::Rn:::::Rt::::,,0x29C00000,,"ldpprew,                                                ","		ldpprew,                                                	/* 0x29C00000	LDP       	 */","		0x29C00000,	/* LDP       	ldpprew	 */"
124,,,,STP,v,pres,pre,S,,,0,0,1,0,1,1,0,1,1,0,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:imm7:::::::Rt2:::::Rn:::::Rt::::,,0x2D800000,,"vstppres,                                               ","		vstppres,                                               	/* 0x2D800000	STP       	 */","		0x2D800000,	/* STP       	vstppres	 */"
125,,,,LDP,v,pres,pre,S,,,0,0,1,0,1,1,0,1,1,1,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:imm7:::::::Rt2:::::Rn:::::Rt::::,,0x2DC00000,,"vldppres,                                               ","		vldppres,                                               	/* 0x2DC00000	LDP       	 */","		0x2DC00000,	/* LDP       	vldppres	 */"
126,,,,LDPSW,,pre,pre,,,,0,1,1,0,1,0,0,1,1,1,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:imm7:::::::Rt2:::::Rn:::::Rt::::,,0x69C00000,,"ldpswpre,                                               ","		ldpswpre,                                               	/* 0x69C00000	LDPSW     	 */","		0x69C00000,	/* LDPSW     	ldpswpre	 */"
127,,,,STP,v,pred,pre,D,,,0,1,1,0,1,1,0,1,1,0,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:imm7:::::::Rt2:::::Rn:::::Rt::::,,0x6D800000,,"vstppred,                                               ","		vstppred,                                               	/* 0x6D800000	STP       	 */","		0x6D800000,	/* STP       	vstppred	 */"
128,,,,LDP,v,pred,pre,D,,,0,1,1,0,1,1,0,1,1,1,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:imm7:::::::Rt2:::::Rn:::::Rt::::,,0x6DC00000,,"vldppred,                                               ","		vldppred,                                               	/* 0x6DC00000	LDP       	 */","		0x6DC00000,	/* LDP       	vldppred	 */"
129,,,,STP,,prex,pre,X,,,1,0,1,0,1,0,0,1,1,0,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:imm7:::::::Rt2:::::Rn:::::Rt::::,,0xA9800000,,"stpprex,                                                ","		stpprex,                                                	/* 0xA9800000	STP       	 */","		0xA9800000,	/* STP       	stpprex	 */"
130,,,,LDP,,prex,pre,X,,,1,0,1,0,1,0,0,1,1,1,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:imm7:::::::Rt2:::::Rn:::::Rt::::,,0xA9C00000,,"ldpprex,                                                ","		ldpprex,                                                	/* 0xA9C00000	LDP       	 */","		0xA9C00000,	/* LDP       	ldpprex	 */"
131,,,,STP,v,preq,pre,Q,,,1,0,1,0,1,1,0,1,1,0,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:imm7:::::::Rt2:::::Rn:::::Rt::::,,0xAD800000,,"vstppreq,                                               ","		vstppreq,                                               	/* 0xAD800000	STP       	 */","		0xAD800000,	/* STP       	vstppreq	 */"
132,,,,LDP,v,preq,pre,Q,,,1,0,1,0,1,1,0,1,1,1,imm7,,,,,,,Rt2,,,,,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:imm7:::::::Rt2:::::Rn:::::Rt::::,,0xADC00000,,"vldppreq,                                               ","		vldppreq,                                               	/* 0xADC00000	LDP       	 */","		0xADC00000,	/* LDP       	vldppreq	 */"
133,,,Load/store register (unscaled immediate),,,,,,,,size,,1,1,1,V,0,0,opc,,0,imm9,,,,,,,,,0,0,Rn,,,,,Rt,,,,,,,,,,,	/* Load/store register (unscaled immediate) */,	/* Load/store register (unscaled immediate) */
134,,,,STURB,,,,,,,0,0,1,1,1,0,0,0,0,0,0,imm9,,,,,,,,,0,0,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x38000000,,"sturb,                                                  ","		sturb,                                                  	/* 0x38000000	STURB     	 */","		0x38000000,	/* STURB     	sturb	 */"
135,,,,LDURB,,,,,,,0,0,1,1,1,0,0,0,0,1,0,imm9,,,,,,,,,0,0,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x38400000,,"ldurb,                                                  ","		ldurb,                                                  	/* 0x38400000	LDURB     	 */","		0x38400000,	/* LDURB     	ldurb	 */"
136,,,,LDURSB,,x,,X,,,0,0,1,1,1,0,0,0,1,0,0,imm9,,,,,,,,,0,0,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x38800000,,"ldursbx,                                                ","		ldursbx,                                                	/* 0x38800000	LDURSB    	 */","		0x38800000,	/* LDURSB    	ldursbx	 */"
137,,,,LDURSB,,w,,W,,,0,0,1,1,1,0,0,0,1,1,0,imm9,,,,,,,,,0,0,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x38C00000,,"ldursbw,                                                ","		ldursbw,                                                	/* 0x38C00000	LDURSB    	 */","		0x38C00000,	/* LDURSB    	ldursbw	 */"
138,,,,STUR,v,b,,B,,,0,0,1,1,1,1,0,0,0,0,0,imm9,,,,,,,,,0,0,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x3C000000,,"vsturb,                                                 ","		vsturb,                                                 	/* 0x3C000000	STUR      	 */","		0x3C000000,	/* STUR      	vsturb	 */"
139,,,,LDUR,v,b,,B,,,0,0,1,1,1,1,0,0,0,1,0,imm9,,,,,,,,,0,0,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x3C400000,,"vldurb,                                                 ","		vldurb,                                                 	/* 0x3C400000	LDUR      	 */","		0x3C400000,	/* LDUR      	vldurb	 */"
140,,,,STUR,v,q,,Q,,,0,0,1,1,1,1,0,0,1,0,0,imm9,,,,,,,,,0,0,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x3C800000,,"vsturq,                                                 ","		vsturq,                                                 	/* 0x3C800000	STUR      	 */","		0x3C800000,	/* STUR      	vsturq	 */"
141,,,,LDUR,v,q,,Q,,,0,0,1,1,1,1,0,0,1,1,0,imm9,,,,,,,,,0,0,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x3CC00000,,"vldurq,                                                 ","		vldurq,                                                 	/* 0x3CC00000	LDUR      	 */","		0x3CC00000,	/* LDUR      	vldurq	 */"
142,,,,STURH,,,,,,,0,1,1,1,1,0,0,0,0,0,0,imm9,,,,,,,,,0,0,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x78000000,,"sturh,                                                  ","		sturh,                                                  	/* 0x78000000	STURH     	 */","		0x78000000,	/* STURH     	sturh	 */"
143,,,,LDURH,,,,,,,0,1,1,1,1,0,0,0,0,1,0,imm9,,,,,,,,,0,0,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x78400000,,"ldurh,                                                  ","		ldurh,                                                  	/* 0x78400000	LDURH     	 */","		0x78400000,	/* LDURH     	ldurh	 */"
144,,,,LDURSH,,x,,X,,,0,1,1,1,1,0,0,0,1,0,0,imm9,,,,,,,,,0,0,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x78800000,,"ldurshx,                                                ","		ldurshx,                                                	/* 0x78800000	LDURSH    	 */","		0x78800000,	/* LDURSH    	ldurshx	 */"
145,,,,LDURSH,,w,,W,,,0,1,1,1,1,0,0,0,1,1,0,imm9,,,,,,,,,0,0,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x78C00000,,"ldurshw,                                                ","		ldurshw,                                                	/* 0x78C00000	LDURSH    	 */","		0x78C00000,	/* LDURSH    	ldurshw	 */"
146,,,,STUR,v,h,,H,,,0,1,1,1,1,1,0,0,0,0,0,imm9,,,,,,,,,0,0,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x7C000000,,"vsturh,                                                 ","		vsturh,                                                 	/* 0x7C000000	STUR      	 */","		0x7C000000,	/* STUR      	vsturh	 */"
147,,,,LDUR,v,h,,H,,,0,1,1,1,1,1,0,0,0,1,0,imm9,,,,,,,,,0,0,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0x7C400000,,"vldurh,                                                 ","		vldurh,                                                 	/* 0x7C400000	LDUR      	 */","		0x7C400000,	/* LDUR      	vldurh	 */"
148,,,,STUR,,w,,W,,,1,0,1,1,1,0,0,0,0,0,0,imm9,,,,,,,,,0,0,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0xB8000000,,"sturw,                                                  ","		sturw,                                                  	/* 0xB8000000	STUR      	 */","		0xB8000000,	/* STUR      	sturw	 */"
149,,,,LDUR,,w,,W,,,1,0,1,1,1,0,0,0,0,1,0,imm9,,,,,,,,,0,0,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0xB8400000,,"ldurw,                                                  ","		ldurw,                                                  	/* 0xB8400000	LDUR      	 */","		0xB8400000,	/* LDUR      	ldurw	 */"
150,,,,LDURSW,,,,,,,1,0,1,1,1,0,0,0,1,0,0,imm9,,,,,,,,,0,0,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0xB8800000,,"ldursw,                                                 ","		ldursw,                                                 	/* 0xB8800000	LDURSW    	 */","		0xB8800000,	/* LDURSW    	ldursw	 */"
151,,,,STUR,v,s,,S,,,1,0,1,1,1,1,0,0,0,0,0,imm9,,,,,,,,,0,0,Rn,,,,,Rt,,,,,,-:-:-:-:-:-:-:-:-:-:-:imm9:::::::::-:-:Rn:::::Rt::::,,0xBC000000,,"vsturs,                                                 ","		vsturs,                                                 	/* 0xBC000000	STUR      	 */","		0xBC000000,	/* STUR      	vsturs	 */"
